iter	Passed	Remaining
0	9	171
1	15	140
2	23	134
3	33	135
4	42	128
5	49	115
6	57	106
7	63	94
8	69	85
9	76	76
10	82	67
11	86	57
12	92	49
13	99	42
14	107	35
15	112	28
16	119	21
17	130	14
18	139	7
19	146	0
